760366330840784**|친구와 같이 트윈룩으로 구매했습니당~~끈도 다양한곳에해도 되서 너무 좋았습니다 너무만족해요!
wlgus02**|세일해서 샀는데 진짜 존예....... 깔별로 다 사고싶다. 제가 가슴둘레가 좀 있는 편인데도 (자랑하려고 말 하는거 아님.) 잘 맞을 정도로 신축성 되게 좋아요. 되게 타이트 할 거라 생각했는데 신축성 좋고 편하고 최고입니다ㅠ 상의 66-77 입는데도 너무 만족해요 반팔도 나오면 살겁니다 ㅠㅠㅠ 꼭 장만하세요 예뻐요
wlgus02**|이거 진짜 완전 예뻐요. 스커트나 반바지나 슬랙스까지 어디든 잘 어울릴 것 같아요 그리고 넉넉하니 편하고 핏도 예쁘고! 한쪽만 오프숄더 되어있는게 안 지루하고 포인트 줘소 좋은 것 같아요 고민말고 구매하세요! 배송도 빨랐어요
699844942**|리뷰는 처음 남겨보는데 색감이나 길이 가격 다만족하고 너무너무 이뻐요키큰분들 키작은분들 모두모두 잘어울리실 원피스입니당
dmsgp**|평소  바지는 28~29 입고 하비에 똥배가 많아서 사이즈가 프리라 걱정 많이 했는데  정말 적당하게 맞아요 ㅎㅎ 길이도 적당하고 허벅지를 알맞게 가려줘서 좋아용 허리도 적당한데 제가 똥배가 많아서 저만 실빼면 될듯 ㅋㅋㅋ 치마바지 갖고 싶었는데  잘산고 같아요!
bubble09**|사진이랑 똑같아요~!너무 마음에 들어서 다른 색으로 재구매하고 싶어요ㅠㅠ밴딩이라 너무 편하고 기장도 적당히 여리여리해보여서자주 입고 다니고 있네여^^!
dmsgp**|생각한거랑 똑같았어요!! 사이즈는 프리하고 소재가 하늘하늘해서 시원해요 색상도 이쁘고ㅠㅠ 생각한거보다 많이 파이지 않아서 적당해요!! 러블리 합니당 맘에들어요 ㅎㅎ
bubble09**|쿨레터링 제품이 너무 마음에 들어서재구매하려다가 다 품절되서비슷한 제품 찾아보다가 파스텔레터링 구매하게 됬는데쿨레터링보다 비치네요 ㅠㅠ그래도 만족스러워요~!
gpwjd19**|길이 긴 청치마 찾다가 하나 구매해 봤습니다 중청이 제가 원하는 색은 아니었지만 길이면이나 디자인면에서는 만족합니다 저는 약간 엉덩이부분이 부각되네요 ㅠㅠ 하지만 이뻐서 여름에 자주입을것도 같네요^^
gpwjd19**|옷은 너무 이뻐요~~ 하지만 모델 핏은 나오기가 힘들것같네요 ㅠㅜ 배부분이 부각되는 느낌도 있네요..치마에 선 있는것도 몰라서 당황했지만 나름 이쁩니다 ^^ 살랑살랑하고 이쁘네요
gpwjd19**|생각보다 예뻐요 ㅎㅎ 말그대로 여리여리하고 여름에 햇살뜨거울때 입기 젛을것같아요 바람도 잘통하고 이번여름에 자주 손 갈것같네요 ^^ 다른색상도 구매할까 생각합니다
jiwoo70**|이뻐요!!! 노란색샀는데 노란색이 머스타드?와 그냥 노란색이 섞인 느낌?? 근데 색이 너무 맘에들었어요!
jiwoo70**|제가 살이 약간 있어서인지 허리는 내가 살이 있는것이 티가 났지만 나름 만족하는 옷이예요!!
gpwjd19**|임 다른 색상으로 인증된 옷이라 밀크색도 구매했습니다 너무 얇아서 잘 찢어질것같긴하지만 하늘하늘하고 이뻐요~  안에 나시입고 입어도 이상하지않아서 좋아요
jiwoo70**|좋긴한데,,, 약간 너무 단정해요!ㅎㅎㅎㅎ 약간 머리를 아래로 묶으면 알바생느낌..? 하지만 단정해서 이뻤어요~
jiwoo70**|완전 굿굿합니다.! 스판도 짱짱해서 잘늘어가고 완전 편해요!사길 잘했다는 생각이 들었습니다.
gpwjd19**|배송 잘 받았습니다 옷 자체는 너무 이쁘고 사이즈도 딱인데 밑위가 굉장히 짧은감이 있네요 ㅜㅜ 끼여요 조금 .. 그리고 제가 받은게 불량인지 바지한쪽 끝 실이 하나도 없고 한쪽에만 있네요 ㅋㅋㅋㅋㅋㅋㅋ ... 억지로 실밥 끌어내서 입으려고요...
jjho12**|졸업사진때 무난하게 입을려고 샀어요~카라가 좀 흠이지만 재질도 부드럽고 주름도 많이 안잡혀서 좋은거같아요!데일리룩으로 좋습니당
thgl19**|후기보고 구매했는데 ㅠㅠ 실물을 보니 굉장히 밝고 연하네요.. 여름에 입기좋은 색이긴 하지만 조금 아쉽네요 원하던 색이 아니라서.... 그래도 옷은 예쁩니다 잘 입어볼게요....
thgl19**|후기보고 반신반의하며 구매했는데 생각보다 예뻐요 사이즈도 조금 넉넉하게 나온거겉아서 평소 m사이즈 입는대도 괜찮았어요 ^^ 사진 그대로네요 헤짐이 안뜯기기만을 바랍니다..
zz3**|158인데 160넘으신 분들에게는 좀 짧은 것 같은 길이예요 ! 소재는 시원한데 다 비치는 소재라 나시 입는 게 좋을 것 같습니다 ! 가격에 비하면 괜찮은 것 같아요!!
kwakso11**|스판이 하나도 없고 사이즈 미스로 허리가 좀 크긴 하지만 스판 없는거 치고 완전 좋아요 ! 그리고 일단 색감이 정말 예쁘고 어느 티에 입어도 다 잘 어울리는 것 같아요 제 인생바지 순위에 오를 것 같습니댜 역시 믿고보는 고고싱 !
cattem**|밑단 헤짐 스타일의 청치마입니다! 핏이 진짜 에이라서 이뻐요. 길이는.. 허벅지 반정도 오네요. 다 좋은데 짧은 치마라 장시간 앉아있으면 구깃구깃 사진처럼 자국이 남네여ㅜㅜ 그래도 펴서 보관했다가 다음날 입으니 티가 안낫습니다
cattem**|저의 최애템 중에 하나입니다. 노란색이라 개나리같이 이빠요ㅎㅎㅎ 재질이 얇아서 시원한데 조금 비춰서 흰색이나 살구색 속옷이랑 입어야합니다. 목 늘어짐도 없고 만족합니당
jieunto**|색상두 생각햇던것 그대로라서 너무 좋구요!구김이 조금 많이가긴하는데 그거말고는 치마길이도 적당하고 넘 이뻐서 조아요가격두 타사이트에 비해서 젤 저렴하구 만족합니당❤️❤️
cattem**|연보라색 이뿌요.흰 신발에 메치하기 좋은 발랄한 양말입니다.5번정도 신었는데 아직 시보리 짱짱하네요!
769007011**|편하고 예뻐요 평소에 타 쇼핑몰 이용하다가 이번에 고고싱에서 처음 주문해봤는데 이 바지 포함 다 맘에 들어서 고고싱으로 같아타려고요
769007011**|아무데나 받쳐입기 진짜 좋고요 검정,흰색 하나씩 샀는데 둘다 여름 내내 잘 입게 될 것 같아요 만족만족
dpdp10**|편하게 입을 수 있는 래터링 티에요.다만 다소 얇아서 몇번 빨면 목부분이 살짝 늘어날 것 같은정도네요. 재질에 비해 가격은 좀 비싼편인것 같아요ㅠㅠ
769007011**|기나긴 기다림 끝에 받았어요! 재질도 좋고 예쁜데키 156인 저한테는 좀 긴게 아쉽네요 ㅠㅠ 그래도 예쁘고 편하게 입기 좋아요
769007011**|일단 진짜 편하고 뭘입든디 받쳐입기 좋아요 소재도 부들부들 살에 닿는 느낌이 좋고 팔뚝도 가려줘서 좋으네요
se45**|크 엄청 쫀쫀하고 다른 쫀쫀이 티랑 이거랑 샀는데 이건 왜 짧나 했더니 크롭이더라구요ㅋㅋㅋㅋㅋㅋㅋ 그래도 완전 이뻐요 제가 바라던 크롭이에용><
519738936**|몇 달 전부터 장바구니에 담아놓고 고민만 했던 옷인데, 이번 수학여행을 계기로 주문했어요! 일단 배송은 정말정말 빨랐어요 주말에 주문했는데 월요일에 도착했어요! 평소에 55반사이즈 입는데, 사실 이런 롱원피스 핏 안예쁜거 입으면 허리부터 엉덩이부분이 엄청 부해보이거든요.. 근데 이 원피스는 정말 그냥 하는 말이 아니라 엄청 날씬해보이고 촥 떨어지는 핏이 예술이에요,,, 완전 대박,, 팔 부분 시스루가 날씬해보이는데 한 몫 하는 것 같아요! 목부분도 파이지 않고 넥프릴처럼 살짝 올라와서 더더욱 예쁘구요 정말 단점을 찾아볼 수 없었던 옷이었어요!! 이번 주 날씨가 많이 더워서 긴팔을 입으면 덥지않을까 걱정도 많이 했는데 긴팔이지만 팔 부분이 시원한 재질로 되어있어서 매우매우 시원하고 좋았습니다! 덥다고 유명한 대구에 살지만 여름에도 잘 입을 것 같아요! 정말 이 원피스를 산건 제 인생의 전환점인 것 같습니다.... 이런 이쁜 옷 판매해주셔서 정말정말정말정말정말 감사합니다 고고싱... 앞으로 정말 자주 애용할게요!! 감사합니다!!!!
44440917**|흰 색 사고싶었지만 품절이어서 분홍샀었는데 흰 색이 더 이쁠 것 같아요 ㅠㅠ팔 기장은 저한테는 약간 긴것 같았어요 참고하세요!
44440917**|길이도 적당하고 소재도 얇고 마음에 들어요속옷도 안비치는 것 같구요밴딩이어서 허리부분이 작지는 않은데 딱 조이는 느낌이 약간 있어요
44440917**|면이 거칠어서 당황했다는 걸 보고 사서 그런지 입을 때 거슬릴 정도는 아닌것 같아요 그렇다고 부드러운 소재는 아니지만!무난하고 괜찮아요
44440917**|엄청 얇아용별로 안비칠 줄 알았는데 안에 꼭 나시 입고 입어야 할 것 같아요그래도 그냥 괜찮은것 같아요
44440917**|옷 얇다고 해서 비칠까봐 걱정했는데  저는 안비치는 것 같아요사이즈도 딱 적당하고 마음에 들어용
rlaektmf78**|색상다르게 2개 샀는데 너무 편하고 좋아요 ~~이런 치마바지 다양한 색상에 다양하게 나왔으면 좋겠어요ㅠㅠㅠㅠㅠ
rlaektmf78**|진짜 입었을때 너무 편하고 밴딩이라신축성좋구요 뱃살이 티어 나와보이는 그런것고 없구요~~아무옷에나 다 잘어울려서 데일리로 요즘 자주자주 입습니다~~~여러분 이거 꼭 하나 장만하세요! 강추!!
rlaektmf78**|면도 부들부들하고 지금날씨에 입기 딱좋아요입었을때 여리여리한느낌도 나고 좋아요~~
jy03**|첫번째 포토후기예요!음 저는 모델언니같은 핏을 원했는데 다른데는 다 괜찮은데 허리부분을 어찌해야 할지 모르겠어요ㅠ 티가 두꺼워서 그런가 내일 제대러 다시 입어볼거긴한데 지금으로썬 배에 엄청 살쪄보여요ㅋㅋㅋ 색은 진짜 이뻐요!!!
30152314**|연핑크랑 아이보리 둘다구매했어요둘다 너무 이뻐보여서 ㅠㅠ화면에서 보이는 그대로 너무 이쁩니다고고싱 첫구매인데 구매한거 다 맘에들어요~~앞으로 자주 애용할게요!!
jy03**|이거 완전 실물이 더 이쁘네요ㅜㅜ 입고 있던게 흰티라 그냥 거기에 입어봤는데 검은티가 더 잘 어울릴 것 같아요 나잇값못해보이지만 철판깔고 입겠습니다ㅋㅋㅋㅋ제 체형에 엠사이즈 편하게 잘 맞아요!
jy03**|음 제가 생각하던 핏이랑은 좀 다르네용 생각보다 길다 해야하나? 허리도 좀 크구요 근데 그렇다고 에스사면 지퍼가 짧아서 아예 못 입을 것 같아요ㅋㅋㅋㅋㅋ 벗을 때마다 고생해야 할것 같아요 딱 기본으로 입기 조아요~ 벨트해서 입을게용
30152314**|연핑크랑 아이보리 둘다샀어요피팅샷이 너무 여리여리하고 이뻐보여서ㅠㅠㅠ사이즈는 조금 작게나온편인거같아요마른분들이 입으면 더 이쁠거같아여고무줄이 생각보다 좀 더 쨍쨍해서...이쁘게 잘 입어볼게요~~!
30152314**|원피스 산것중에 제일예뻐요ㅠㅠㅠ하늘하늘하고 요즘날씨에 하나만입기좋아여가격도 저렴한데 품질도너무좋고 잘입을게요!!!!
30152314**|너무사고싶었는데 품절되서 기다렸다가 샀어요ㅠㅠ사진이랑 똑같구 좋아요이쁘게 잘입을게요 고고싱 첫구매인데 너무 맘에듭니다
rivga1**|위에 3줄 쪼꼬미 귀걸이들은 아직 착용을 안해봐서 귓구멍에 들어갈 정도로 작은건지는 확인 못했는데, 우선 삼각형 귀걸이는 심플하니 예쁘네요. 링은 음 뭐랄까 중간 링 크기여서그런가 작은 링 선호하는 저한텐 별로 그닥 이었고요(주관적),후기글에 올라온 것처럼 여닫을때 빡빡하긴 하네여. 후기쓰다가 좀더 정확하게 쓰려고 쪼꼬미 3쌍 중 은색 쪼꼬미를 껴 봤는데 괜찮네요 다행이 귓구멍에 안 들어가요^ㅡ^ 참고로 전 금속 알레르기가 있는데여 잠깐잠깐씩 껴서 그런지 딱히 이상은 안 나타나네여 설마 하루정도 끼고 다닌다고 곪겠어요?하하 정확치 않은 리뷰 죄성하고요,,, 싼 가격에 이정도면 뭐,, 실패는 하지 않았다고 봅니다!
30152314**|레몬색이랑 고민 많이했는데 블루 너무이뻐요!!!여름에 시원해보이고 길이감도 딱 좋아서편하게입기좋아요^^
kim02hs**|치마 넘 예뻐여!! 다른 매장에서도 보고 했는데 생각보다 가격이 비싸서 안사고 그랬었는데 ㅜㅜ 와 고고싱에서 이가격에!! 진짜 넘 예뻐염
z3z9**|종아리가 굵어서 롱치마만 고집하게되는데 발목위까지만 보여서 좋아요.주름이 처음부터 끝까지 같은 넓이로 있는게 아니라서 더 찰랑거림이 이쁘네요.스니커즈신으면 캐쥬얼하고 뮬신으니까 여성스러운게 다양한 코디 가능해용이제 여름이라 밝은색으로 살걸 조금 후회ㅠㅠ 그래도 너무 만족합니다!
30152314**|쫀쫀하고 몸에 착 달라붙어서 날씬해보여요~~여기저기 받쳐입기좋을거같아요아이보리로샀는데 마음에듭니다^^가격도 저렴하고 배송도 빨랐어요 잘입을게요!
rivga1**|아이보리랑 블랙 컬러 구매했어요 면이 생각보다 싼티 안나고요 흠난곳 없습니당. 참고로 발사이즈는 245~250mm 임다. 어중간한 길이의 롱슼커트에 신을려고 구매했구여 아직 롱스커트가 안와서 길이는 안 재봤지만 딱 적당한 길인것 같아요. 짧은 양말밖에 없어서 긴 양말...참 맘에 드네요 패션의 완성은 여윽시 양말이죠 (다리 한쪽만 찍기엔 너무 기괴스러워서 강아지 찬스를 썼슴다 )
rivga1**|알이 적당히 큰걸 바랬는데 딱 착용했을때 얼굴선 안 넘어가고 완전 동글 안경이 아니어서 좋네용 나름 퀄리티있게 옆테에 무늬가 있고 초췌한 생얼에 껴도 약간 센치함다 (참고로 누런 피부톤) 딱히 흠을 찾을만한 구석은 없네여 어무이도 첨에 봤을땐 걍 그랬는데 계속보니 예쁘다고 하네여 쨋든 제가 바랬던 디자인하고 흡사해서 전 만족중임다 번창하세여
why2**|이뻐요~ 조굼 얄운데 무난하고 왠만해선 모둔 못둘과 다 잘어울릴것 같아요! 하지만 길이늨 조금 짧으니까 박스핏 기대하고 사시는 분들에겐 비추입니다!
why2**|삼천원이라 기대 안하고 샀어요~그냥 망하면 망하는거지 하고 샀는데 의외로 괜찮았어오..하지만 스판끼가 없어서 조금 작은 감이 들고 짧은데다 치마가 엄청 붕 뜨네여ㅜㅜ 비침은 하나도 없어요! 그래도 만족해요!
why2**|흰치마속에 입울려고 샀는데 대실망... 일단 스판끼가 거의 없다고 볼정도로 안들어갑니다!! 그리고 속마지를 입어다고 하지 못할정도로 그냥 팬티가 다 보여요ㅜㅜ 별로예요..사지마세요!!비.추.천!!!
why2**|원피스 언에 입을려고 샀어요~스판끼가 댜벅이고 폴리에스테르 제질이라 여름에는 쫌 더울수도 있을것 같아요! 팔 접히는데 까지오구요, 안에 비치니까 나시랑 같이입어야되여~
jinyuj**|제일 오래 기다린 상품 예쁘게 받았어요 !입고예정이 밀려서 안올까봐 걱정했는데 잘왔어요사진 그대로입니다 여름 봄 가을 다 잘 입을것같아요!!!!!
781312001**|제가 생각했던 생각보다 살짝연하긴 한대 오히려 예쁜것같아요 이런 저렴한 각격에 이티를 사게되서 너무 좋은것같아요
why2**|너무너무 맘에 듭니다~~!!근데조금 얇을수 있어요~스판끼도 있고 너무 짧지도 않고 디자인도 맘에 들어요:)
rlaru**|4900원이라서 진짜 기대 안하고 샀는데 완전 맘에 들어요 진짜로ㅎㅎ일부러 앞에 그림 있는 걸로 샀어요 흰색이라 비침이 좀 있을 것 같아서 ! 집에서 편하게 입기에도 좋고 오늘 입고 나갔다 왔네요 ㅎㅎ살짝 빈티지한 느낌도 나고 좋았답니다 ㅎㅎ 저는 인터넷쇼핑은 거의 고고싱에서 밖에 안해요 ㅋㅋ 이번에도 굿 초이스 !!
why2**|진짜 짱!!!잘산것 같아요!! 무엇보다 서이즈가 딱 맞고 길이도 너무 짧지않고 적당해서 좋아요~스판끼도 조금 있고, 자크나 단추도 불편한것 업시 다좋아오!근데 아쉬운 점이 있다면 좀 얇아요ㅜㅜ 두께가 일반 반바지의 1/2정도?? 라고 생각하시면 되요~자칫하면 팬티라인이 보일수도 있을것 같아요ㅜ 그것말 빼면 다 괜찮아요~
dpgjse**|색상에 반해서 샀고 가격에 비해 넥라인도 좋고 크기도 넉넉해서 상체에 살 가려줘서 좋습니다 귀여워지고 싶을 때 입으세용
dpgjse**|진작에 입고 다녔는데 밖에서 사진을 찍은 적이 없어서 늦게 올리는 후기♡ 일단 예쁘구요 고무줄이 있어서 하리 잡아주고 하늘하늘한 소재여서 찰랑찰랑 안에 속치마 있어서 비침걱정 없고요 근데 어두운 속옷은 피해주세요ㅎㅎ 그리고 젤 좋은 게 길이입니다. 요즘 원피스들 길거나 짧은 데 딱 적당한!! 제가 찾던 그 기장 사랑해요♡♡ 기장이 젤 좋아요! 깐깐한 저희 아빠가 칭찬해 준 옷입니다.
kimhr3**|에코백 사고싶어서 주문해봤는데 완전 마음에 들어요 약해보이지도 않고 자크가 달려있어서 안전한 느낌이 들어요
yyyyyd10**|화면으로 보는 거랑 거의 비슷한 것 같아요 넉넉하니 편하게 자주 입고 다닐 수 있을 것 같아요
yyyyyd10**|섁상 너무 예뻐요 품도 커서 시원하게 잘 입을 수 있을 것 같아요 가격이랑 질을 따져보면 가성비 좋은 것 같아요
yyyyyd10**|헉 디자인 완전 예뻐요 끈도 넉넉하구요 근데 다만 냄새가 좀 심해서 받자마자 냄새 빼고 사용해야 할 것 같습니당
yyyyyd10**|디자인은 정말 예쁜데 사이즈가 작게 나온 편인 것 같아요!! 그래도 신축성은 좀 있어서 한두 번 입고 다니면 딱 편하게 늘어날 것 같아요 잘 입을게요
yyyyyd10**|예뻐요! 다만 앞 부분이 좀 많이 파여서 평소에 다니실 때 주의하는 게 좋을 것 같아요 시원하고 좋습니당
ldh20**|몰르고양말3개를 시켰는데  오히려 더잘샀다느생각이 훨씬더생각이났어요!!
ldh20**|진짜이쁘고 사이즈는  손목이 두꺼운저도  잘사용하고있어요!! 다른모양있으면 바로 살확률100% 정도에요
tmf38**|와 미친,,,미친이란말밖에안나와요 오늘출근길에입었는데 핏이고뭐고 나 이거 색별로다살꺼야 생각들었어요봄에어울리는색 다사려구요ㅠㅠㅠㅠㅠㅠ너무이뻐 시간이없어서 사진은없는데진짜 시원하고... 얇고 시원한데 그렇다고 비침있는것도아니구 적당히 얇아서 여름에 덥게 나시같은거입지않아도 될만큼 살짝만비치고 그냥 시원하고 아몰라 내가 다살거야!!!!!!! 날씬해보이는건 덤이에요ㅠㅠㅠ 사요 제발 사요ㅠㅠㅠ 아니면 내가 다 사버릴테니까ㅠㅜㅜㅠㅠㅠㅠㅜㅠㅠㅠㅠㅠㅠ으잉 ㅠㅠ근데 난 반값정도 세일할때삿는데 지금은  원가네요ㅠㅠㅠㅠㅠ흐엉
sh13**|브라랑 세트로 샀는데 이뻐요 색깔도 무난하게 잘 입을수 있을것같아요.고고싱에서 속옷은 처음사는데 진짜 만족스러워용 ㅎㅎ
ha0105**|예뻐요! 밤에 쌀쌀할 때 입기 딱 좋네요. 단추 풀어서 입어도 예쁘구요! 색은 우리가 베이지와 아이보리 그 사이인것 같아요. 길이도 딱히 짧지 않습니다~
ha0105**|좋습니다! 원하던 색상이구요~ 구멍도 딱 알맞게 잘 뚫려있는 것 같아요. 잘 입겠습니다~~~
sh13**|진짜 이름말대로 구세주 왕뽕브라에요 ㅠㅠ 원래는 코르셋식인 브라를 많이 착용했었는데 아무래도 갑갑하고 너무 숨막히더라구요 . 그러다가 괜찮은 거 찾다가 사게됬는데 다른 뽕브라 보다 편하고 자연스럽고 모아주는 느낌?이에요 진짜! 너무 편하고 자주입게되요 잘 입을게용 ㅎㅎ
91055978**|일자바지 사고싶엇는데 키도작고 하비라 다른거입으몀 길이두 길구 핏이 별루 더라구요 완전 원하는 핏은아닌데 스키니같게  잘맞아요 여름에두 입을수잇을거같아요 ㅎㅎ 만족합니다 색상은 사진보다 좀더 밝은거 같아요 그래두 만족
yeongin**|이거 진짜 별로에요 제가 웬만하면 좋게 쓰려고 했는데 제가 처음에 s를 샀거든요? 근데 스판은 개뿔 스판 진짜 거의 없고 다리 움직일때 진짜 엄청 불편해서 m으로 바꿨어요 근데 s는 허리라도 딱맞았는데 m으로 교환하니까 허리만 겁나 커지고 똑같았어요 뭐 허벅지는 좀 널널해졌는데 종아리부분이 정말 진짜 엄청 불편했어요 그리고 밑단부분에 스판이 진짜 아예 1도 없어서 바지 입고 벗을때 엄청 불편해요 정말 별로입니다 반품할까 고민중이에요 근데 교환할때 5천원을 써서 반품비용으로 2500원 또 들어가잖아요 너무 돈이 아까워서 진짜;;;; 처음에 불량인줄 알았다니까요 정말 비춥니다 지금 사려고 고민하시는분들 개인적으로 진짜 안사시길 추천드립니다 그래도 핏은 이뻤어요 근데 종아리 진짜 피안통할것 같네요 벗을때도 발목부분 정말 힘들게 벗었어요
95456542**|가디건 진짜 맘에 들어요ㅠ 루즈핏에 곰돌이가 생각나는 색깔이라 귀여워요 질은 살짝 두꺼운 편이라 가을쯤에 입으면 좋을 것 같아요 어디에 걸쳐도 이쁩니당❤
sh13**|예전부터 사고싶었는데 이제야 샀는데 데일리로 신기좋고 굽도 티안나게 자연스럽게 있어서 부담없고 너무 이뻐요! 이쁘게 잘신을것같고 혹시 모르니까 몇개 쟁여놓을려구용ㅎㅎ그리고 좀 작게나왔다고 해서 걱정했는데 저는 조금 헐렁해요!
senj12**|옷 존예....진짜 추천해요 허리에 리본이 있어서 라인을 잡아줘서 예뻐요 정말 정말 진짜 사세요
senj12**|치마가 좀 커서 옷핀으로 살짝 찝어서 입어야될것같아요 색깔이나 재질이 좋아서 편하게 자주 입을 수 있는 옷이에요
senj12**|제가 s를 샀는데 핏예쁘고 완전 편해요 바지 기장도 적절하게 짧아서 예뻐요 이 바지 나중에 하나 더 사고싶어요ㅎㅎㅎㅎㅎ
senj12**|자수가 너무 예쁘게 박혀있고 핏도 보통 생각하는 반팔티라 어디에 입어도 다 잘어울려요! 편하게 잘 입고있습니당
vipgi**|보자마자 너무 예뻐서 고민도 안하고 샀는데 기대만큼이나 너무 예뻤어욥..,진짜 하늘하늘하고 예뻐여ㅠㅠㅜ허리라인이 잡혀 있어서 날씬해 보여서 너무넘무 좋았어여속치마도 잘 되어있어서 하나도 안비치고 좋아요!
ek1597**|후기에 폭이 넓다고 해서 부해보이면 어떡하나 했는데 막 엄청 부해보이지는 않지만 조금 부해보이는 감이 있어서 저는 폭을 줄여서 입으려고요~스트라이프도 이쁘고 리본도 이뻐요ㅎㅎㅎ키 작은 사람이 입으면 귀여워보일거 같아용
ek1597**|심플한 스커트가 필요했는데 제가 딱 원하는 디자인이라서 바로 구매했습니다~~A형으로 되어 있어 다리가 얇아보여요ㅎㅎㅎ사이즈도 딱 맞고 이쁜 상품입니다 앞으로 자주 입을 것 같네요!
phyphy09**|이건 진짜 인생템입니다.. 같이 산 티셔츠랑 바지를 반품해서 이걸 거의 7000원 주고 샀는데 전혀 아깝지 않아요!!
dmsthf75**|우와.. 진짜 이뻐요너무 잘샀다는 생각이 드네용 일단 천이 부드럽고 시원해요!사면서 걱정했던게 혹시나 바지가 길어서 이쁜핏이 아니면 어쩌나 였는데 그냥 이뻐요..네 잘맞습니다ㅜㅜㅎㅎㅎㅎ색감도 원하던 브라운으로 왔구요살지말지 고민된다면 무조건 사라고 말씀드리고 싶네용아맞다!! 뭐먹고 배가 나와야할때 뒷밴딩이 잡아줘서 앞에 배가 홀쭉해보여요 이거 리얼입니다 여러분 ㅠㅠㅠ
dldkdud09**|얇고 핏은 예뻐요 근데 지파가 잘 안내려가고 안올라가서 씹히는 경향이 잇어요 ㅜ 그래도 옷 자체는 예뻐요 막 질이 좋은건 아닌데 그냥 쏘소
juhyeonten**|인터넷쇼핑몰로 긴바지 시킨적은 처음인데 바로 성공했네요!!신축성이 좋아서 그런지 아주 편하구요 제키가 160약간넘는데 딱입어선 좋은 길이까지 오는데 앉았다 일어서거나 좀걷다보면 바지가 조금 올라와서 좀불편한거 빼곤 좋아용제가 다리는 굵은데 허리는 얇아서 항상 M사이즈인 바지를사면 다리는맞는데 허리가 항상커서 항상벨트했는데 이바지는 벨트를 안매도 딱맞아서 좋은거 같아요!! 색도이쁘구요고고싱 쇼핑몰 자주 애용할 것 같아요♡♡
dldkdud09**|어깨뽕이 과해여 ㅜㅜ 밑에는 질끈 묶으면 어케 되겟는데 어깨가 핏이 진짜 안이뻐요 그리고 길이도 어정쩡하게 길고 질도 그닥 젛진 않아서  ㅠ
wsk20**|완전 제가 찾던 에코백이었어요ㅠㅠ 지퍼로 완벽하게 닫을 수 있고 앞에 주머니들도 실용성좋고!! 예쁘게 잘들고다닐게요♥︎
alswjd05**|복숭아뼈가 다 덮이는 바지를 찾고 있어서 주문 했더니 이틀만에 와서 정말 좋았어요. 그런데 사이즈가 생각한거보다 많이 커서 잘 생각하고 사시는 걸 추천드릴게요.
jiyoun04**|색감이 너무 예뻐요 m 사려 했는데 잘못 사서 l샀더니 엄청 크고 핏도 별로 안예뿌네요ㅠㅠㅠㅠㅠㅠ 웬만해서 테니스는 l은 별로인 것 같아영...
jiyoun04**|이거 입고 졸업사진 찍었는데 애들이 다 예부다고 해주네용 허리가 약간 큰 것 같아서 벨트도 했는데 잘 어울려용
jiyoun04**|갈색 샀는데 청바지에 하면 예쁘게 어울릴 것 같아요 다른 벨트랑은 약간 다른 갓 같아서 독특하고 긔엽네용
jiyoun04**|키 161에 조금 짧아요 치마가ㅠㅠ 그래도 색깔도 면도 예뻐서 잘 입을 것 같아용 린넨소재라 여름에 시원할것같습니당
767051147**|검사버튼 삭제버튼 엉덩이 부분과 길이가 좀 크지만 바지 자체가 생각보다 더 편하고 천도 괜찮은 거 같아, 무난히 입고 다닐 거 같아요~
745347959**|원피스 너무이뻐요ㅎㅎ 기장도 무릎위로 적당했고 하늘하늘거려서 기분이 너무 좋아욥 잘입을게요~
767051147**|초크 하나쯤 갖고 싶었는데 너무 귀여워요ᅮᅮ 사길 잘한 듯! 추천추천~ 앞으로도 잘하고 다닐 거 같아요!
767051147**|앞머리 있는 상태에서도 모자 쓰기에 안 부담스럽고 더 어울려서 만족하고 있어요~ 벙거지 갖고 싶었는데 사길 잘한 거 같아요!!
alswl215**|처음 받았을 때 제가 생각했던 일자바지 핏이어서 좋았어요. 면이 얇아서 흐물거릴줄 알았는데 입어보니까 탄탄하고 여름에 입기 좋아요. 편해서 잘 입고 다닐 수 있을 것 같아요~
alswl215**|청자켓 처음 사봤는데 통통한데 넉넉하게 잘 맞고, 제가 생각했던 그 핏이라 좋아요~ 색도 진하니 예쁘고 두께감이 얇아서 좋네요. 빨리 가을이 와서 맨날 입고 다녔으면 좋겠어요. 잘 입고 다닐게요~
thdgo72**|허벅지가 두꺼워서 반바지는 잘 안입는 편인데 이건 편해보여서 샀는데 S인데도 큰 편이더라구여! 편하고 예뻐서 좋아요~
thdgo72**|베이지랑 검정 두 개 샀는데 슬렉스 같아서 예쁘고 재질도 시원하고 좋아요~ 벨트도 안해도 되서 편하구여 ㅎㅎ
thdgo72**|베이지 바지 같고 싶었는데 너무 예뻐용 재질도 시원해서 여름에 자주 입을 것 같아요 핏도 슬렉스 같아서 좋아여
thdgo72**|쪼끔 큰 편인 것 같기도 한데 그래도 핏은 예뻐요~ 안에 바지로 되어있어서 훨씬 편하구요 너무 예뻐욤
